"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"ALEMBICLTD","38.15","207956.00","204056.78","-0.39","-0.91","0.26","9.63","-0.91","38.02","38.07","37.67","37.92","37.91","37.90","37.95","37.85","37.87","37.77","37.26","37.74","38.92","39.16","39.48","36.34","37.91","0.04","-0.02","0.06","14.39","19.93","19.03","52.17","56.06","43.67","55.56","36.37","1.05","1.28","-44.87","0.04","78.37","75.61","0.10","NO PATTERN","2016-09-01"
"ALICON","294.20","203.00","2805.08","-0.84","-2.39","-10.39","-12.44","-16.41","296.81","297.25","298.14","298.32","297.54","298.80","298.72","300.53","301.21","302.74","315.75","306.30","311.04","316.76","308.78","286.29","297.54","-1.17","-1.22","0.05","13.16","13.22","18.18","46.41","33.72","30.56","-111.83","306.72","2.70","12.31","-54.67","-0.11","19.16","41.67","-34.10","NO PATTERN","2016-09-01"
"ALKALI","56.70","4286.00","11500.48","-1.13","-0.79","-0.96","27.85","41.57","56.60","56.76","56.76","56.89","57.11","57.07","57.74","56.97","57.69","56.32","53.42","54.43","51.56","51.54","58.81","55.42","57.11","-0.24","-0.19","-0.05","32.89","20.71","11.12","48.00","51.45","37.72","-11.46","61.05","1.35","2.34","-66.33","0.22","51.83","70.87","-0.55","NO PATTERN","2016-09-01"
"ALKEM","1569.85","20749.00","41662.08","1.43","1.92","0.65","20.21","0.00","1551.90","1553.60","1539.79","1545.36","1545.54","1538.54","1534.30","1516.88","1485.46","1490.26","1396.16","1447.06","","","1594.84","1496.23","1545.54","15.96","18.64","-2.67","18.28","20.12","12.63","58.89","72.71","77.58","135.45","1589.50","49.90","41.98","-40.15","0.28","100.00","75.36","10.15","Engulfing Line - Bullish","2016-09-01"
"ALKYLAMINE","316.45","1721.00","9133.04","0.11","-2.36","-0.83","2.39","9.14","318.81","318.18","321.36","320.93","320.24","323.96","334.50","328.82","343.31","331.04","331.13","330.57","325.85","324.79","327.99","312.48","320.24","-5.85","-6.41","0.56","19.66","12.38","19.35","39.17","9.68","18.79","-78.73","311.09","5.00","9.40","-61.99","-0.04","6.74","2.25","-2.65","NO PATTERN","2016-09-01"
"ALLCARGO","181.65","137687.00","407506.06","-1.70","-5.14","-11.50","11.07","27.38","185.91","185.31","187.62","187.54","187.90","188.15","190.52","187.23","187.30","184.77","174.49","179.26","173.24","173.42","194.63","181.16","187.90","-0.65","0.43","-1.08","13.35","15.88","25.52","42.56","19.34","28.40","-113.45","196.00","6.45","7.46","-95.81","0.25","0.00","8.74","-23.60","NO PATTERN","2016-09-01"
"ALLSEC","268.50","12419.00","92923.66","0.75","2.95","-5.02","48.02","464.08","266.29","267.14","268.83","269.28","274.14","270.33","276.49","266.37","266.02","256.90","226.72","231.18","167.77","176.79","294.40","253.89","274.14","-0.49","1.58","-2.07","29.34","19.31","12.88","49.49","57.50","53.67","54.85","300.64","8.65","16.09","-58.89","0.67","84.42","82.50","-14.20","NO PATTERN","2016-09-01"
"ALMONDZ","10.75","3088.00","4247.10","-2.27","-4.02","-6.52","-20.07","9.69","10.81","10.84","10.86","10.98","11.15","11.16","11.67","11.45","12.03","11.61","11.94","11.61","11.16","11.11","12.12","10.18","11.15","-0.35","-0.37","0.02","14.19","18.69","19.49","42.17","36.08","35.04","70.71","10.16","0.90","0.83","-55.56","-0.10","36.34","41.33","-0.75","NO PATTERN","2016-09-01"
"ALOKTEXT","3.00","3237150.00","5485370.80","1.69","-3.23","-21.05","-16.67","-48.72","3.03","3.03","3.15","3.17","3.29","3.30","3.61","3.49","3.85","3.64","3.89","3.92","4.76","4.74","3.74","2.84","3.29","-0.24","-0.23","-0.01","40.34","5.75","24.43","23.90","23.33","26.77","-46.88","3.10","0.10","0.18","-84.62","-0.35","92.30","36.36","-0.80","Harami Cross - Bearish","2016-09-01"
"ALPA","30.85","12089.00","14688.34","-1.28","-5.22","1.82","-1.59","58.21","31.49","31.47","32.62","32.00","32.27","32.01","31.95","31.80","31.03","31.75","30.97","32.67","42.85","35.55","34.41","30.14","32.27","0.05","0.36","-0.31","12.19","14.58","19.48","43.75","14.46","16.73","-116.73","36.05","2.10","1.90","-87.39","0.05","0.00","1.76","0.55","Doji","2016-09-01"
"ALPHAGEO","908.35","30091.00","62481.08","-2.33","-2.29","18.24","86.90","231.58","927.83","921.13","885.25","890.08","841.29","863.98","805.99","826.87","791.21","794.46","707.08","735.74","625.32","643.71","1012.70","669.89","841.29","47.98","41.30","6.68","34.40","31.19","13.73","65.18","20.85","26.09","-135.07","834.60","36.30","40.85","-33.49","0.48","0.00","0.00","140.10","NO PATTERN","2016-09-01"
"ALPSINDUS","4.90","54811.00","78032.60","-1.01","-2.97","-21.60","-23.44","0.00","4.98","4.97","5.08","5.18","5.39","5.38","5.93","5.63","6.14","5.74","5.74","5.71","5.45","5.39","6.26","4.52","5.39","-0.36","-0.34","-0.02","17.16","14.85","20.24","32.20","14.73","18.03","-98.29","4.65","0.15","0.47","-73.33","-0.04","21.07","21.21","-1.35","NO PATTERN","2016-09-01"
"ALSTOMT&D","314.70","202755.00","77222.90","-1.52","-2.27","-8.69","-3.98","-37.11","319.21","318.84","322.81","323.69","328.65","328.11","339.33","334.98","344.86","340.87","348.52","354.37","396.15","401.13","347.44","309.86","328.65","-8.32","-8.03","-0.29","22.66","18.21","21.67","28.03","33.11","36.86","-93.18","330.18","10.75","9.03","-94.27","-0.16","5.30","54.36","-29.95","NO PATTERN","2016-09-01"
"AMARAJABAT","969.80","1094794.00","326829.38","1.41","9.80","5.19","15.26","-2.21","935.25","941.09","915.78","922.38","913.03","915.80","906.23","907.01","891.55","901.13","893.49","895.62","880.50","899.51","957.72","868.34","913.03","12.12","7.14","4.98","14.74","33.94","15.38","67.01","90.09","86.99","117.13","881.50","27.05","23.93","-13.13","0.06","100.00","100.00","47.85","NO PATTERN","2016-09-01"
"AMARAJABAT-1M","969.05","1565400.00","650940.00","0.84","9.76","4.46","14.27","-1.84","938.67","943.23","918.50","924.86","915.35","918.21","907.99","909.30","893.45","903.37","895.95","897.84","882.80","901.76","960.65","870.06","915.35","12.25","7.41","4.83","15.15","34.07","16.25","66.53","88.09","86.68","113.21","885.62","23.95","24.04","-14.45","0.06","100.00","100.00","41.40","","2016-09-01"
"AMARAJABAT-2M","974.00","3600.00","111708.00","0.87","8.80","7.00","0.93","0.00","934.42","944.77","920.22","925.38","917.61","917.63","901.00","908.25","888.75","903.02","900.87","899.97","899.31","910.32","963.59","871.63","917.61","13.98","9.11","4.86","7.32","84.16","71.22","66.06","88.43","75.27","109.86","304.03","24.95","57.24","-1.67","0.04","100.00","100.00","63.70","","2016-09-01"
"AMBIKCO","820.35","2924.00","5461.06","-0.33","0.72","-2.27","1.45","4.66","818.58","819.30","816.85","819.43","822.50","820.45","823.72","821.35","819.99","821.97","825.81","823.61","828.42","831.64","839.41","805.59","822.50","-1.69","-1.59","-0.09","16.21","17.32","13.58","49.29","70.55","63.67","20.92","842.77","7.05","14.74","-45.78","0.00","72.69","90.90","-19.05","NO PATTERN","2016-09-01"
"AMBUJACEM","277.00","3369272.00","2603747.98","-0.34","4.53","4.98","20.57","30.57","272.07","273.79","270.98","271.04","269.73","269.66","268.18","266.26","263.91","261.64","247.03","251.21","223.12","233.41","280.72","258.75","269.73","2.92","2.64","0.28","25.83","27.20","16.44","60.43","78.66","59.50","60.74","263.99","6.45","7.11","-22.12","0.26","90.88","96.96","13.15","NO PATTERN","2016-09-01"
"AMBUJACEM-1M","278.95","9450000.00","5236218.00","-0.66","5.34","4.99","20.47","31.24","273.85","275.51","271.70","272.16","270.55","270.62","268.98","267.09","264.58","262.41","247.73","251.90","223.57","233.98","281.78","259.32","270.55","3.19","2.69","0.50","28.43","29.58","17.00","61.53","81.41","64.66","59.00","262.26","6.70","6.70","-21.70","0.26","82.96","94.32","13.25","","2016-09-01"
"AMBUJACEM-2M","281.05","67500.00","1169400.00","-1.00","5.70","5.52","20.88","20.57","275.66","277.52","273.30","273.83","272.07","272.10","269.98","268.30","265.28","263.46","248.50","252.79","224.30","234.74","283.81","260.34","272.07","3.54","2.98","0.57","29.01","33.67","21.10","61.57","87.46","66.99","55.81","267.35","7.90","5.99","-17.23","0.26","76.51","92.17","14.70","","2016-09-01"
"AMDIND","26.60","3760.00","11195.24","-0.56","-2.74","0.38","2.31","5.14","26.93","26.86","27.18","27.04","27.21","27.07","26.87","27.12","27.16","27.26","27.69","27.60","28.20","27.48","28.17","26.25","27.21","-0.05","0.02","-0.07","18.29","19.41","15.29","43.97","28.89","39.84","-119.83","29.95","1.00","1.03","-87.04","-0.08","0.00","15.23","0.10","NO PATTERN","2016-09-01"
"AMRUTANJAN","440.90","7179.00","17020.52","-0.37","0.35","-0.73","8.96","8.82","439.04","440.87","442.11","441.77","444.76","441.74","442.65","439.14","433.78","435.72","425.01","431.07","433.91","433.84","460.76","428.77","444.76","0.80","2.16","-1.36","25.76","23.35","18.17","50.15","59.62","46.19","36.23","454.90","7.00","14.05","-54.72","0.13","61.77","77.72","-3.25","NO PATTERN","2016-09-01"
"AMTEKAUTO","43.95","885001.00","4176542.92","-1.68","-3.19","-9.47","29.46","-8.44","44.36","44.56","45.45","45.28","46.04","45.43","46.27","44.79","43.55","43.64","39.83","41.85","39.01","45.38","48.76","43.32","46.04","-0.04","0.47","-0.51","27.51","21.30","17.96","44.89","29.46","24.10","-64.25","46.97","1.50","2.06","-93.10","0.49","20.94","46.38","-4.60","NO PATTERN","2016-09-01"
"AMTL","33.40","18073.00","14173.36","-1.18","6.37","-4.30","2.30","77.66","32.71","33.07","32.42","32.60","32.31","32.35","31.71","31.95","31.09","31.58","31.24","30.71","28.67","28.16","35.15","29.47","32.31","0.48","0.41","0.07","21.64","20.33","20.07","55.53","80.99","59.95","20.67","36.50","4.85","2.55","-38.75","0.13","81.87","93.31","-1.50","Doji","2016-09-01"
"ANANDAMRUB","16.30","7875.00","906.88","-4.12","-12.13","-25.91","-2.98","0.00","16.85","17.03","18.65","18.28","19.43","18.87","20.16","19.30","19.83","19.32","17.88","19.69","","","22.75","16.11","19.43","-0.98","-0.54","-0.44","24.11","18.66","41.24","34.30","28.51","16.04","-20.46","20.06","1.55","1.16","-85.32","0.22","44.95","33.72","-5.70","Doji","2016-09-01"
"ANANTRAJ","56.55","739706.00","2328411.20","-1.82","-0.44","-1.48","24.01","68.05","56.42","56.64","56.55","56.73","57.21","56.63","56.89","55.68","54.40","54.09","49.43","50.38","41.61","44.77","59.65","54.77","57.21","0.41","0.72","-0.30","16.40","26.45","16.11","51.12","36.46","29.87","33.48","63.15","2.00","2.36","-59.17","0.49","37.97","61.49","-0.85","NO PATTERN","2016-09-01"
"ANDHRABANK","58.40","3300811.00","3584883.56","-3.23","-0.51","-3.15","19.18","-9.60","59.16","59.22","58.77","58.95","58.48","58.84","58.99","58.49","58.83","57.87","55.29","56.79","55.90","58.54","62.04","54.91","58.48","0.26","0.16","0.09","13.41","23.17","25.72","48.84","62.82","56.98","-12.25","56.18","2.35","1.89","-42.25","0.17","7.93","63.01","-1.90","NO PATTERN","2016-09-01"
"ANDHRABANK-1M","58.65","14150000.00","13060680.00","-3.38","-0.09","-3.06","18.72","-9.07","59.55","59.54","59.01","59.22","58.72","59.08","59.20","58.69","58.95","58.07","55.48","56.97","56.07","58.72","62.36","55.08","58.72","0.30","0.20","0.11","14.64","21.34","25.46","48.97","61.36","58.89","-20.83","56.37","2.65","1.99","-42.67","0.18","0.00","57.94","-1.85","","2016-09-01"
"ANDHRABANK-2M","59.00","80000.00","2734200.00","-4.61","-0.34","-3.20","19.92","-21.91","60.05","60.09","59.44","59.69","59.08","59.50","59.57","59.05","59.21","58.36","55.60","57.21","56.34","59.01","62.76","55.41","59.08","0.39","0.26","0.13","14.42","23.26","27.94","48.87","73.30","69.09","-35.55","56.60","2.85","1.76","-40.28","0.19","4.36","68.12","-1.95","","2016-09-01"
"ANDHRACEMT","8.90","613199.00","388746.00","-3.26","6.59","11.25","21.92","87.37","8.88","8.83","8.29","8.49","8.23","8.36","8.18","8.24","8.13","8.16","7.97","8.01","7.77","7.46","9.07","7.39","8.23","0.22","0.10","0.12","23.77","30.11","10.10","62.73","59.76","70.56","27.78","7.94","0.60","0.51","-48.94","0.08","0.00","66.67","0.90","NO PATTERN","2016-09-01"
"ANDHRSUGAR","219.25","100731.00","390548.48","-1.33","-0.59","-14.44","15.97","140.14","218.94","219.68","221.35","222.73","226.54","225.81","234.34","228.21","237.86","225.75","214.62","212.15","167.90","176.95","248.26","204.83","226.54","-5.25","-4.74","-0.51","14.70","21.47","21.28","43.19","35.76","30.73","21.22","234.26","7.95","11.58","-67.54","0.26","61.35","59.07","-37.00","NO PATTERN","2016-09-01"
"ANGIND","12.45","44812.00","69427.72","-2.35","-2.73","-17.00","-23.15","-64.22","12.64","12.63","12.74","12.99","13.38","13.38","14.37","14.12","14.83","15.12","16.40","18.30","31.29","27.08","15.18","11.58","13.38","-0.76","-0.79","0.02","31.96","9.04","25.39","29.62","38.34","43.36","-112.24","11.57","0.70","0.79","-65.00","-0.68","7.45","56.32","-2.55","NO PATTERN","2016-09-01"
"ANIKINDS","25.00","21357.00","3542.40","-4.03","-6.19","-10.39","-16.81","0.00","25.88","25.94","27.73","27.04","28.19","27.43","27.82","27.78","27.76","28.07","29.20","28.59","29.42","28.91","32.63","23.74","28.19","-0.67","-0.21","-0.46","21.06","17.78","30.70","35.14","26.26","27.31","-153.15","30.55","2.15","1.42","-98.75","-0.09","0.00","44.21","-2.90","NO PATTERN","2016-09-01"
"ANKITMETAL","1.70","96081.00","185533.62","3.03","-5.56","-12.82","0.00","-52.11","1.66","1.70","1.77","1.76","1.82","1.79","1.86","1.82","1.85","1.82","1.78","1.82","1.84","1.91","2.02","1.62","1.82","-0.06","-0.03","-0.02","27.12","13.75","23.41","41.70","58.33","52.47","103.17","1.95","0.15","0.12","-50.00","0.12","100.00","70.92","-0.25","NO PATTERN","2016-09-01"
"ANSALAPI","19.45","78196.00","139269.02","-1.27","-0.77","-3.47","0.78","21.94","19.54","19.54","19.42","19.58","19.49","19.74","20.28","20.05","20.79","20.20","20.35","20.15","20.01","19.85","20.14","18.84","19.49","-0.33","-0.42","0.09","12.60","17.58","13.83","42.88","36.08","47.57","30.30","18.54","0.80","0.79","-51.28","-0.06","49.60","68.61","-0.70","NO PATTERN","2016-09-01"
"ANSALHSG","24.70","45896.00","62317.20","-0.60","1.65","-5.36","21.98","10.51","24.44","24.53","24.27","24.63","24.64","24.99","26.38","25.48","27.12","25.54","24.71","25.02","23.78","24.47","26.05","23.22","24.64","-0.68","-0.81","0.14","25.02","20.89","14.30","44.72","23.12","29.18","48.90","23.55","1.55","1.18","-59.38","0.09","84.29","61.43","-1.40","NO PATTERN","2016-09-01"
"ANTGRAPHIC","0.75","115145.00","80431.94","0.00","-11.76","-21.05","7.14","650.00","0.78","0.78","0.85","0.83","0.90","0.85","0.88","0.85","0.82","0.84","0.79","0.83","0.82","0.70","1.11","0.69","0.90","-0.03","0.00","-0.03","26.16","13.51","29.25","38.04","22.22","29.63","-79.71","0.93","0.10","0.07","-87.50","0.33","0.00","0.00","-0.20","NO PATTERN","2016-09-01"
"APARINDS","560.25","10419.00","26250.42","0.98","-0.83","-4.41","10.61","44.62","555.62","558.08","558.02","558.04","556.81","556.55","553.79","551.10","543.70","543.71","522.01","527.58","494.58","497.75","584.59","529.04","556.81","3.67","5.06","-1.39","25.69","20.21","15.30","52.80","38.27","27.44","-14.31","573.81","20.90","20.79","-49.96","0.20","100.00","54.59","-25.85","Engulfing Line - Bullish","2016-09-01"
"APCOTEXIND","375.90","12133.00","20700.92","-1.82","-1.33","-7.64","6.61","41.24","383.58","382.08","383.25","384.90","387.64","385.61","388.95","382.49","380.65","374.27","351.74","350.12","277.19","308.74","420.96","354.32","387.64","-0.26","1.52","-1.78","17.70","23.50","21.95","45.64","18.02","25.53","-130.17","356.91","14.85","17.05","-62.28","0.37","0.00","29.72","-31.10","Engulfing Line - Bearish","2016-09-01"
"APLAPOLLO","957.60","8068.00","20360.58","-1.53","-2.19","2.77","8.81","134.22","965.54","965.86","974.85","965.92","960.85","961.83","950.25","952.51","947.02","939.27","911.03","899.70","781.89","782.48","1004.29","917.41","960.85","8.36","10.34","-1.97","20.80","19.17","11.72","50.10","16.98","17.20","-101.99","1003.08","24.00","25.85","-63.98","0.18","0.00","17.65","25.85","NO PATTERN","2016-09-01"
"APLLTD","627.90","71112.00","105680.76","-0.10","-2.48","0.13","12.22","-6.22","631.20","631.52","639.06","634.50","638.62","631.81","622.86","622.59","605.61","613.77","587.35","605.39","613.93","623.66","650.65","626.58","638.62","6.58","10.71","-4.14","42.57","28.60","12.09","50.63","14.19","16.92","84.56","624.70","39.30","16.29","-92.08","0.21","0.00","0.00","0.80","Doji","2016-09-01"
"APOLLOHOSP","1356.70","409739.00","169318.74","0.50","0.09","-0.35","-3.19","8.25","1348.44","1352.49","1369.28","1361.38","1375.41","1364.28","1365.93","1363.55","1357.17","1361.32","1348.38","1360.46","1372.56","1367.52","1425.17","1325.64","1375.41","-3.91","1.23","-5.14","15.89","21.05","18.69","47.01","51.82","39.46","87.06","1395.35","27.25","26.22","-72.72","0.04","100.00","65.67","-4.80","Engulfing Line - Bullish","2016-09-01"
"APOLLOHOSP-1M","1365.50","762000.00","306200.00","0.45","0.72","-0.30","-2.86","9.27","1357.93","1360.83","1374.50","1367.82","1380.40","1369.98","1370.21","1368.60","1361.33","1366.05","1352.94","1364.76","1375.81","1371.30","1427.06","1333.73","1380.40","-2.65","1.79","-4.44","14.31","23.02","20.18","48.35","55.24","44.55","76.91","1408.08","28.70","24.63","-69.92","0.04","100.00","74.97","-4.05","","2016-09-01"
"APOLLOHOSP-2M","1414.90","800.00","79128.00","7.59","3.54","3.13","4.75","0.00","1364.14","1372.94","1391.00","1376.65","1377.97","1375.98","1371.33","1371.91","1360.29","1369.05","1357.39","1368.76","1384.02","1380.09","1442.42","1313.52","1377.97","2.21","6.08","-3.86","16.65","39.60","29.13","58.22","35.32","17.34","148.26","1435.49","99.85","27.85","-18.76","0.03","100.00","33.33","43.00","","2016-09-01"
"APOLLOTYRE","186.10","4992181.00","2640498.40","1.67","7.08","15.27","20.10","9.54","183.01","182.81","177.50","178.34","175.96","175.45","169.47","171.00","163.79","167.73","159.50","164.19","158.49","164.94","188.16","163.75","175.96","5.46","4.76","0.70","23.61","29.57","16.06","67.20","84.43","87.69","73.78","168.82","6.75","5.96","-12.83","0.21","91.82","86.95","24.65","Engulfing Line - Bullish","2016-09-01"
"APOLLOTYRE-1M","186.75","10275000.00","7949580.00","1.58","7.17","15.28","19.52","11.00","184.10","183.67","178.07","179.06","176.59","176.10","169.96","171.59","164.29","168.30","160.07","164.72","158.92","165.43","189.11","164.07","176.59","5.58","4.82","0.76","28.12","31.54","14.12","66.61","81.94","86.74","71.60","168.98","7.65","6.13","-14.59","0.21","76.16","79.47","24.75","","2016-09-01"
"APOLLOTYRE-2M","187.90","144000.00","1432620.00","1.73","7.25","15.70","20.10","11.41","185.25","184.80","179.24","180.14","177.75","177.05","170.39","172.32","164.56","168.89","160.51","165.22","159.43","165.98","190.45","165.04","177.75","5.84","5.13","0.71","30.50","38.59","17.36","66.84","85.55","91.10","71.99","170.23","6.30","5.18","-14.42","0.22","67.11","73.97","25.50","","2016-09-01"
"APOLLOTYRE-3M","191.95","3000.00","14640.00","5.61","9.65","28.91","6.70","0.00","179.95","182.30","174.99","175.03","166.71","171.08","161.90","168.26","161.01","169.36","","","","","194.26","139.17","166.71","6.45","4.00","2.44","15.36","72.08","42.78","70.54","73.80","53.10","133.42","169.21","10.20","7.74","0.00","","100.00","100.00","43.05","","2016-09-01"
