"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"INFRATEL-1M","345.15","2973600.00","2165874.00","-2.21","1.77","-10.92","-10.18","0.00","346.73","346.81","346.03","350.38","358.15","354.09","364.31","358.05","357.96","360.50","366.13","364.84","376.03","376.17","393.45","322.86","358.15","-6.43","-5.51","-0.91","25.38","17.91","21.79","42.87","64.98","59.24","48.16","338.10","16.00","11.18","-81.20","-0.03","54.32","84.77","-42.30","","2016-09-01"
"INFRATEL-2M","347.00","18200.00","737884.00","-1.98","1.43","-11.03","-12.91","0.00","348.35","348.52","348.10","352.23","360.43","355.80","365.40","359.40","358.45","361.59","366.60","366.19","","","396.44","324.43","360.43","-6.13","-5.03","-1.10","19.51","24.53","28.19","42.94","69.49","63.22","52.11","340.44","11.65","9.28","-81.31","-0.03","56.87","85.62","-43.00","","2016-09-01"
"INFY","1037.55","1438913.00","4084597.58","0.16","0.14","-4.27","-17.76","-4.99","1031.37","1035.25","1033.48","1040.23","1047.97","1049.17","1061.66","1069.44","1098.88","1089.38","1148.36","1117.15","1136.09","1124.70","1092.79","1003.16","1047.97","-18.70","-21.75","3.05","32.02","17.53","27.67","41.99","62.26","46.95","55.81","1057.98","8.45","20.49","-59.18","-0.23","93.01","87.48","-46.25","NO PATTERN","2016-09-01"
"INFY-1M","1041.85","2036000.00","5503340.00","0.00","0.48","-4.23","-17.04","-4.75","1037.38","1040.18","1036.93","1044.30","1051.40","1052.93","1064.91","1072.83","1102.05","1092.46","1150.59","1119.78","1138.19","1126.76","1095.41","1007.40","1051.40","-18.13","-21.50","3.37","33.79","18.42","28.29","41.60","65.80","52.58","40.32","1012.81","7.00","19.14","-58.08","-0.23","81.19","87.37","-46.05","","2016-09-01"
"INFY-2M","1039.50","52000.00","1492480.00","0.34","-0.38","-5.05","-17.61","-5.43","1033.99","1038.10","1039.74","1045.64","1055.86","1055.74","1070.15","1076.90","1107.89","1096.92","1153.79","1124.20","1142.37","1131.26","1104.55","1007.18","1055.86","-20.63","-22.74","2.11","32.50","19.29","31.33","40.24","54.84","40.59","47.50","1049.35","6.50","18.84","-71.38","-0.22","91.57","82.25","-55.25","","2016-09-01"
"INGERRAND","716.95","6644.00","16782.10","-1.44","-2.16","-4.69","7.09","-8.75","731.47","727.73","733.64","732.09","733.90","732.46","734.42","728.56","722.11","722.04","702.68","711.17","701.58","724.85","748.77","719.03","733.90","0.56","3.27","-2.72","12.73","16.04","19.65","41.55","10.19","27.53","-120.57","748.43","28.50","16.72","-93.19","0.15","0.00","0.00","-35.30","NO PATTERN","2016-09-01"
"INOXLEISUR","279.15","107389.00","293452.70","-0.99","0.87","12.04","36.44","30.35","277.45","277.17","270.72","271.08","265.76","266.65","257.67","259.06","250.86","251.75","230.49","239.85","221.96","232.14","284.48","247.03","265.76","8.53","7.70","0.82","56.10","28.58","6.82","64.52","66.51","63.81","89.55","266.53","11.00","10.49","-25.65","0.38","32.22","72.25","30.00","NO PATTERN","2016-09-01"
"INOXWIND","186.10","378379.00","257202.08","-1.14","-1.40","-15.04","-14.38","-45.66","186.55","186.98","188.35","190.41","193.09","194.83","206.69","202.94","215.44","210.28","226.67","225.34","269.00","270.73","212.96","173.23","193.09","-8.70","-9.46","0.76","25.65","15.10","25.06","31.91","33.27","22.89","-21.95","201.08","6.05","7.15","-77.35","-0.36","72.76","67.57","-32.95","Engulfing Line - Bearish","2016-09-01"
"INSECTICID","475.90","6892.00","16630.58","-0.68","1.03","2.28","10.75","23.71","474.45","475.70","476.26","475.21","474.73","474.97","474.49","473.32","474.96","468.83","460.10","454.06","405.09","432.29","484.78","464.69","474.73","0.71","0.81","-0.09","10.93","16.60","12.35","51.38","65.33","59.50","40.38","484.61","7.80","11.16","-51.93","0.14","73.16","87.86","10.60","NO PATTERN","2016-09-01"
"INTELLECT","183.85","279417.00","659248.92","-2.23","-3.41","-14.17","-11.99","5.90","187.39","187.48","190.90","191.22","194.40","194.23","201.81","198.44","203.93","201.48","207.45","205.73","222.17","210.07","212.20","176.60","194.40","-5.54","-5.07","-0.47","19.76","15.61","27.19","36.08","19.26","20.31","-157.95","194.32","6.65","7.46","-93.99","-0.13","0.00","40.89","-30.35","NO PATTERN","2016-09-01"
"INVENTURE","18.90","23789.00","58463.88","2.44","-1.05","4.13","1.61","70.27","18.74","18.86","19.77","19.05","19.07","19.02","18.70","18.91","18.77","18.73","18.82","18.04","15.35","15.83","22.06","16.09","19.07","0.07","0.20","-0.12","17.26","20.80","22.24","49.54","44.25","30.01","-78.54","22.17","1.95","1.28","-58.06","0.11","89.09","59.40","0.75","NO PATTERN","2016-09-01"
"IOB","26.25","915389.00","2309593.22","-1.32","-0.38","-2.42","0.96","-26.88","26.48","26.46","26.47","26.53","26.61","26.63","26.93","26.82","27.08","27.01","27.59","27.42","28.10","29.07","27.38","25.83","26.61","-0.19","-0.21","0.02","12.31","22.10","19.45","41.18","40.68","39.94","-74.43","27.51","0.45","0.53","-89.29","-0.08","0.00","55.75","-0.65","Evening Star - Bearish","2016-09-01"
"IOC","575.65","1775824.00","2867745.52","0.04","0.97","3.66","37.03","52.25","573.98","572.85","563.51","565.19","560.85","557.84","545.59","540.88","516.67","522.78","471.61","491.50","436.35","453.42","589.17","532.52","560.85","15.43","16.55","-1.12","33.67","23.13","15.23","63.79","69.10","74.24","99.73","538.12","10.80","16.04","-15.04","0.51","100.00","95.73","20.35","NO PATTERN","2016-09-01"
"IOC-1M","568.95","5458500.00","7296240.00","-0.30","-0.17","2.82","34.34","51.46","568.67","567.99","562.13","562.59","559.97","556.13","545.24","540.08","516.85","522.50","472.52","491.71","436.77","453.81","584.60","535.35","559.97","13.89","15.80","-1.91","33.25","23.95","14.36","61.02","59.67","66.76","55.19","539.94","11.20","15.80","-22.80","0.50","25.11","43.44","15.60","","2016-09-01"
"IOC-2M","570.95","70500.00","1446360.00","-0.56","1.00","3.73","36.61","47.91","570.47","569.22","559.88","561.71","557.26","554.74","543.58","538.72","516.15","521.49","473.34","491.38","437.78","454.12","584.97","529.54","557.26","14.61","15.51","-0.90","32.27","27.05","17.41","62.19","75.82","81.56","60.09","536.91","7.60","14.01","-14.14","0.49","0.00","60.06","20.55","","2016-09-01"
"IOC-3M","570.10","1500.00","6432.00","0.73","0.21","35.90","44.33","0.00","558.78","560.52","544.37","538.75","516.85","519.43","469.30","491.06","448.37","470.96","","","","","600.73","432.97","516.85","36.12","34.14","1.98","16.92","59.68","42.74","71.72","86.76","68.94","116.92","482.12","4.15","29.27","0.00","","89.26","52.06","150.60","","2016-09-01"
"IOLCP","143.10","27938.00","107670.58","-0.52","1.45","-4.38","11.41","116.98","142.21","142.48","140.27","141.24","138.07","141.19","143.30","140.78","143.46","138.55","133.17","129.86","101.10","110.27","148.45","127.69","138.07","0.11","-0.57","0.68","51.44","14.29","33.68","53.34","85.98","77.27","63.01","120.76","1.80","4.82","-9.32","0.25","75.92","91.97","-6.55","NO PATTERN","2016-09-01"
"IPAPPM","287.00","11056.00","48112.60","-0.57","-4.65","-4.27","-0.97","-4.70","292.75","290.84","290.90","292.00","290.85","293.02","297.37","294.56","297.84","295.08","295.23","293.80","280.86","288.09","299.67","282.04","290.85","-1.94","-2.16","0.22","21.53","23.40","17.26","42.44","11.95","23.13","-112.74","314.60","5.85","8.91","-82.76","0.00","0.00","12.14","-12.80","NO PATTERN","2016-09-01"
"IPCALAB","536.90","77102.00","333277.74","-0.79","-1.20","4.55","29.89","-32.76","544.12","539.98","530.74","532.85","525.69","526.25","511.40","515.41","500.03","508.22","481.49","510.44","571.86","578.40","555.45","495.93","525.69","12.68","12.20","0.48","23.89","23.88","14.95","59.72","33.38","53.82","-135.05","516.04","14.55","16.00","-44.88","0.17","0.00","0.00","23.35","NO PATTERN","2016-09-01"
"IRB","227.10","1224286.00","1344244.56","0.20","-2.20","7.20","4.20","5.78","230.58","229.35","227.80","227.07","221.45","224.46","218.67","221.33","216.99","219.70","216.07","219.27","225.33","225.19","243.92","198.98","221.45","4.66","4.15","0.51","24.12","22.76","17.12","55.90","20.12","31.76","-95.83","224.09","7.40","6.66","-33.72","0.04","4.76","1.59","15.25","Doji","2016-09-01"
"IRB-1M","228.10","5262500.00","4557632.00","0.07","-1.70","7.24","3.82","6.29","232.10","230.57","228.65","228.11","222.37","225.43","219.51","222.24","217.84","220.59","216.94","220.11","226.07","225.92","244.89","199.85","222.37","4.77","4.19","0.58","23.97","23.48","17.51","55.69","20.42","32.66","-101.02","222.92","7.95","6.82","-34.84","0.04","1.49","5.94","15.40","","2016-09-01"
"IRB-2M","228.60","40000.00","1115450.00","-0.33","-2.33","6.72","5.18","-12.53","232.96","231.51","229.90","229.24","223.53","226.61","220.72","223.45","219.13","221.81","218.02","221.34","227.37","227.24","246.22","200.85","223.53","4.70","4.19","0.51","27.45","28.01","19.38","54.93","14.13","31.28","-109.54","222.97","5.50","5.68","-34.84","0.04","0.00","0.00","14.40","","2016-09-01"
"ISFT","424.95","16601.00","45168.32","-2.23","-3.00","-9.09","11.67","6.95","432.23","432.57","436.76","438.20","442.42","441.15","452.65","441.34","440.76","437.46","423.02","426.50","398.42","420.19","467.29","417.54","442.42","-4.35","-2.09","-2.26","12.22","16.22","17.73","42.14","25.00","25.53","-90.64","464.00","13.90","20.88","-86.97","0.19","0.00","34.99","-42.50","NO PATTERN","2016-09-01"
"ISMTLTD","9.75","9171.00","50071.62","-2.01","-3.47","-9.72","-3.47","22.64","9.92","9.93","10.20","10.15","10.34","10.28","10.56","10.42","10.68","10.41","10.30","10.12","8.93","9.34","10.99","9.69","10.34","-0.23","-0.18","-0.06","15.01","19.44","14.75","35.05","20.84","19.63","-62.50","11.05","0.75","0.54","-97.22","0.07","0.00","47.28","-1.05","Engulfing Line - Bearish","2016-09-01"
"ITC","261.00","8373128.00","9417165.34","0.37","2.98","0.08","9.36","22.27","256.99","257.80","254.31","255.05","253.03","253.86","252.35","251.64","249.89","248.78","240.15","242.16","225.79","232.15","259.93","246.12","253.03","2.32","1.69","0.63","31.48","31.54","12.12","63.72","87.85","82.46","102.92","246.66","3.90","4.63","-14.39","0.16","100.00","100.00","0.20","NO PATTERN","2016-09-01"
"ITC-1M","262.50","6914400.00","11810112.00","0.11","3.43","0.23","9.25","22.72","258.79","259.37","255.17","256.21","253.91","254.89","253.22","252.56","250.69","249.64","240.89","242.93","226.38","232.80","261.46","246.37","253.91","2.54","1.75","0.79","25.96","33.09","13.74","64.14","89.53","86.40","98.40","247.90","3.90","4.61","-13.74","0.16","100.00","100.00","0.60","","2016-09-01"
"ITC-2M","264.05","194400.00","3894048.00","-0.17","3.41","0.17","9.88","22.83","260.40","261.07","256.83","257.86","255.57","256.50","254.75","254.00","252.04","250.87","241.00","243.81","227.01","233.68","263.16","247.97","255.57","2.65","1.88","0.77","24.06","37.65","17.03","64.17","93.62","92.65","95.46","249.62","3.45","4.10","-12.38","0.17","91.68","97.23","0.45","","2016-09-01"
"ITDCEM","140.95","141580.00","257601.26","-1.91","-3.49","-2.76","8.88","90.73","143.00","142.73","143.00","143.50","144.26","143.67","144.88","142.88","142.53","140.93","135.59","135.03","117.67","119.91","153.41","135.11","144.26","-0.05","0.40","-0.45","13.82","16.40","17.55","46.74","17.98","25.36","-101.55","156.26","4.90","6.61","-61.48","0.23","0.00","15.93","-4.00","NO PATTERN","2016-09-01"
"ITI","29.05","167738.00","651160.22","-1.02","-1.53","5.06","2.83","20.54","29.20","29.27","29.65","29.37","29.31","29.32","29.23","29.16","29.13","28.89","27.98","28.27","27.41","27.65","31.12","27.50","29.31","0.10","0.17","-0.07","16.25","22.71","20.19","48.61","40.32","32.52","-29.76","28.40","0.85","1.24","-68.18","0.14","22.78","49.12","1.40","NO PATTERN","2016-09-01"
"IVC","14.70","247607.00","448368.76","-1.34","-2.33","-8.12","8.49","-11.45","14.75","14.76","14.65","14.85","14.82","15.09","15.97","15.51","16.33","15.79","16.32","16.16","16.98","16.87","15.69","13.95","14.82","-0.47","-0.56","0.09","20.35","20.72","23.18","38.30","33.97","36.32","-20.83","13.71","0.35","0.55","-43.90","-0.15","34.78","49.00","-1.30","NO PATTERN","2016-09-01"
"IVP","123.95","25060.00","42538.70","-1.98","-3.24","8.82","51.81","55.03","126.76","125.86","122.92","123.92","121.06","121.83","118.28","117.55","112.24","113.22","100.85","106.37","98.32","99.70","134.01","108.11","121.06","4.22","4.35","-0.12","26.04","30.88","15.85","55.22","25.49","30.57","-92.23","109.46","8.50","8.07","-47.09","0.56","0.00","33.33","10.05","NO PATTERN","2016-09-01"
"IVRCLINFRA","5.15","4994845.00","2282547.62","-2.83","5.10","5.10","30.38","-42.78","5.01","5.04","4.82","4.92","4.82","4.92","5.02","4.92","4.99","4.95","4.77","5.16","6.47","6.35","5.16","4.49","4.82","0.01","-0.05","0.06","21.09","27.99","10.52","58.05","44.98","45.47","96.56","4.59","0.60","0.27","-43.48","-0.01","65.07","64.45","0.25","NO PATTERN","2016-09-01"
"IVZINGOLD","2864.25","39.00","53.62","0.29","-1.57","-0.55","6.68","16.44","2876.45","2877.53","2907.25","2893.27","2904.76","2894.12","2888.32","2884.10","2878.29","2865.36","2822.67","2807.87","2576.10","2633.60","2963.25","2846.28","2904.76","1.48","11.01","-9.54","15.08","27.54","18.93","46.62","40.43","33.49","-25.31","2947.50","129.95","57.83","-63.52","0.10","21.29","21.73","-15.75","NO PATTERN","2016-09-01"
"IVZINNIFTY","840.00","4.00","20.16","3.96","3.74","0.00","19.15","0.00","815.28","820.72","820.02","816.53","816.74","812.27","804.24","802.10","787.37","792.58","762.27","783.36","","","845.74","787.74","816.74","9.10","10.48","-1.38","23.82","56.11","24.21","58.14","34.92","35.54","166.67","915.78","90.00","28.82","-60.81","0.17","100.00","44.34","0.00","NO PATTERN","2016-09-01"
"IZMO","54.10","22648.00","54103.12","-2.87","2.75","0.93","12.83","-1.90","55.40","54.79","53.59","54.18","53.36","54.23","54.52","54.74","56.69","55.08","55.59","55.12","56.49","56.08","56.32","50.39","53.36","-0.23","-0.74","0.51","22.71","23.45","16.93","48.65","38.89","48.20","-99.16","50.25","3.20","3.12","-48.36","-0.08","0.00","60.35","0.50","NO PATTERN","2016-09-01"
"J&KBANK","69.45","652553.00","1377998.26","-1.28","-0.29","8.09","19.23","-24.02","69.64","69.87","70.30","69.79","69.73","69.56","68.81","69.03","68.86","68.45","66.43","67.95","69.21","73.21","73.23","66.22","69.73","0.48","0.57","-0.09","25.60","22.39","14.70","50.45","60.09","51.50","2.24","74.01","2.20","2.76","-58.71","0.12","28.90","66.74","5.20","NO PATTERN","2016-09-01"
"JAGRAN","197.90","194201.00","134948.60","4.43","4.99","8.74","15.83","52.23","190.71","191.70","187.23","188.25","185.88","186.58","183.43","184.11","181.37","181.74","176.28","176.80","165.13","165.66","193.31","178.44","185.88","3.10","2.26","0.84","36.21","26.76","5.45","74.29","60.44","55.69","166.67","185.36","11.75","6.12","-14.43","0.15","100.00","78.43","15.90","NO PATTERN","2016-09-01"
"JAGSNPHARM","34.10","21106.00","28178.42","-1.73","-2.99","-6.96","-21.06","17.18","34.60","34.59","34.85","35.05","35.29","35.48","36.52","36.22","37.80","36.69","37.20","37.14","39.22","37.40","36.88","33.70","35.29","-0.85","-0.89","0.04","14.17","16.33","15.86","35.39","14.24","11.16","-166.67","35.53","1.75","1.47","-92.13","-0.11","0.00","28.19","-2.55","NO PATTERN","2016-09-01"
"JAIBALAJI","9.90","18050.00","42238.38","-3.88","-7.91","-29.79","30.26","24.53","10.29","10.27","10.47","10.64","11.19","10.76","11.08","10.58","10.18","10.18","8.74","9.40","7.81","8.58","13.52","8.86","11.19","-0.12","0.10","-0.23","26.12","21.67","30.96","42.17","19.47","18.51","-133.62","9.75","0.60","0.67","-84.91","0.80","0.00","22.99","-4.20","NO PATTERN","2016-09-01"
"JAICORPLTD","74.10","899562.00","1208719.78","-0.40","0.00","-2.05","2.99","50.92","74.00","74.32","75.35","75.00","75.47","75.38","76.63","75.60","76.38","75.29","73.82","73.78","68.50","68.19","79.16","71.77","75.47","-0.63","-0.41","-0.22","14.65","17.67","22.82","44.59","54.75","45.03","66.28","78.64","3.20","2.89","-63.33","0.10","75.72","72.59","-1.55","NO PATTERN","2016-09-01"
"JAMNAAUTO","211.60","266406.00","320337.00","-4.43","-3.66","8.60","32.33","109.65","220.02","218.59","221.88","216.68","212.88","212.04","199.35","202.99","190.21","194.63","173.46","180.16","151.15","155.96","239.63","186.13","212.88","9.27","10.74","-1.47","36.47","23.62","23.25","53.40","53.73","62.63","-113.62","237.74","14.00","9.99","-58.87","0.57","0.00","37.90","16.75","NO PATTERN","2016-09-01"
"JAYAGROGN","350.15","36596.00","66987.76","1.71","4.73","8.27","79.01","241.78","344.38","344.50","331.68","334.28","324.45","326.06","310.75","309.76","291.55","291.87","243.84","255.98","173.66","198.08","359.89","289.02","324.45","16.42","15.92","0.50","43.87","26.39","9.34","66.37","71.54","60.84","109.56","307.86","13.00","17.18","-12.06","0.93","87.61","77.52","26.75","NO PATTERN","2016-09-01"
"JAYBARMARU","171.50","40092.00","48275.94","0.26","3.91","18.48","15.96","31.57","169.58","169.78","163.65","165.18","162.05","162.35","154.70","158.73","153.84","156.20","153.08","152.32","144.53","146.90","173.29","150.80","162.05","5.12","4.03","1.09","39.87","34.76","8.63","64.17","47.21","52.51","33.14","162.05","9.00","7.89","-42.37","0.14","26.85","50.07","26.75","NO PATTERN","2016-09-01"
"JAYNECOIND","7.20","97466.00","53137.18","-1.37","-1.37","-10.00","2.86","-2.04","7.29","7.28","7.34","7.41","7.58","7.51","7.74","7.62","7.82","7.66","7.69","7.69","7.79","7.75","8.28","6.89","7.58","-0.18","-0.15","-0.03","22.40","10.53","15.13","36.61","26.13","28.60","-79.71","7.74","0.65","0.33","-81.82","0.00","0.00","19.80","-0.80","NO PATTERN","2016-09-01"
"JAYSREETEA","106.85","93185.00","441625.56","-0.79","-1.66","-3.17","37.43","66.56","107.02","107.26","106.55","107.19","106.44","107.18","108.93","106.30","106.40","104.37","97.05","99.37","87.30","89.27","112.40","100.47","106.44","0.24","0.30","-0.06","23.11","18.84","13.93","49.92","27.72","22.55","-14.59","103.37","3.30","4.52","-44.88","0.32","16.64","29.82","-3.50","NO PATTERN","2016-09-01"
"JBCHEPHARM","319.00","178172.00","233764.00","-2.67","2.11","20.56","25.62","31.82","329.66","322.51","302.68","309.12","295.85","300.57","284.44","289.27","273.89","281.24","262.93","271.52","261.77","267.78","339.97","251.73","295.85","15.57","12.03","3.54","36.89","28.41","19.05","66.92","57.43","65.20","-74.14","291.85","16.75","15.35","-44.47","0.29","0.00","8.03","54.40","NO PATTERN","2016-09-01"
"JBFIND","202.40","163135.00","138360.82","1.48","-3.13","-2.17","-3.07","-6.49","202.73","202.93","206.26","204.87","205.60","205.40","205.59","205.94","207.47","206.16","208.21","206.34","206.20","211.75","212.33","198.87","205.60","-0.92","-0.26","-0.67","16.04","17.74","21.63","43.76","31.81","33.08","-28.51","195.92","7.85","6.44","-73.31","-0.01","50.78","16.93","-4.50","Engulfing Line - Bullish","2016-09-01"
"JBMA","220.00","296942.00","194970.52","-1.08","13.14","52.83","52.83","56.31","206.35","208.96","180.91","188.66","169.09","178.21","158.92","166.65","150.54","160.16","150.60","154.60","156.07","158.18","225.71","112.47","169.09","18.41","12.16","6.25","54.65","43.26","3.78","79.84","88.05","81.71","85.57","160.56","15.75","12.26","-10.93","0.27","76.32","92.11","76.05","NO PATTERN","2016-09-01"
"JENSONICOL","8.35","51177.00","97186.88","0.00","-1.18","-8.24","14.38","31.50","8.30","8.32","8.32","8.38","8.41","8.44","8.76","8.47","8.53","8.44","8.19","8.34","8.55","8.12","8.85","7.98","8.41","-0.10","-0.08","-0.01","13.58","17.39","15.49","47.14","32.94","23.23","53.57","8.10","0.50","0.45","-58.82","0.14","97.35","58.28","-0.75","Doji","2016-09-01"
"JETAIRWAYS","538.60","1615734.00","1915556.16","-0.08","1.13","-6.85","-5.53","78.79","534.18","536.84","538.53","541.50","548.57","546.67","559.90","553.96","560.20","559.63","578.48","565.63","581.17","537.05","587.69","509.45","548.57","-9.50","-9.06","-0.44","22.09","19.34","24.22","43.18","42.96","28.68","95.55","516.86","17.45","16.38","-46.47","-0.10","96.47","87.45","-39.60","NO PATTERN","2016-09-01"
"JETAIRWAYS-1M","542.30","3717000.00","3855410.00","-0.16","1.80","-6.69","-5.23","0.00","537.77","540.14","540.68","544.08","550.74","549.03","561.84","556.19","562.27","562.20","580.64","571.54","","","589.58","511.90","550.74","-9.14","-8.98","-0.16","21.54","19.11","23.82","44.02","45.78","31.07","89.88","519.35","17.75","16.63","-42.01","-0.10","93.72","89.23","-38.85","","2016-09-01"
"JETAIRWAYS-2M","544.05","19000.00","777660.00","-0.28","1.38","-6.91","-5.44","0.00","541.87","543.32","544.88","547.83","554.50","552.79","565.48","559.81","565.56","565.66","583.76","574.74","","","591.47","517.53","554.50","-9.12","-8.70","-0.41","22.08","21.91","29.94","43.27","40.23","31.88","81.66","526.40","14.80","14.15","-51.78","-0.09","86.12","81.12","-40.40","","2016-09-01"
"JHS","34.85","64373.00","138318.10","-0.99","-3.33","-6.57","11.16","0.00","35.34","35.32","35.22","35.39","35.24","35.34","36.11","34.95","34.08","34.34","33.18","32.69","","","37.01","33.48","35.24","0.19","0.30","-0.12","13.86","23.22","12.99","48.54","22.92","24.64","-66.59","33.30","1.30","2.29","-75.19","0.28","2.96","41.61","-2.45","NO PATTERN","2016-09-01"
"JINDALPHOT","82.45","7205.00","29524.94","-1.26","-4.24","-6.78","-2.25","-43.99","83.73","83.75","85.50","85.12","86.09","85.88","87.60","87.45","87.70","90.45","98.00","100.30","135.50","122.77","89.68","82.49","86.09","-1.48","-1.21","-0.27","24.10","21.39","15.86","35.70","14.35","11.13","-115.98","90.30","2.45","3.69","-95.98","-0.40","0.00","0.97","-6.00","NO PATTERN","2016-09-01"
"JINDALPOLY","415.85","44902.00","54667.60","-0.81","-0.81","-1.39","-10.26","18.88","415.97","416.74","415.83","417.26","416.46","418.93","423.95","423.74","427.35","429.39","451.20","438.66","459.57","445.73","424.67","408.26","416.46","-3.76","-4.86","1.11","29.76","14.66","35.20","44.82","50.98","68.12","20.53","341.39","11.55","14.74","-19.23","-0.18","47.14","70.31","-5.85","NO PATTERN","2016-09-01"
"JINDALSAW","45.35","126084.00","792138.50","-1.73","-6.69","-9.75","-2.05","-29.20","46.33","46.47","48.06","47.85","48.90","48.58","50.11","49.30","51.26","49.36","48.05","49.02","49.53","53.00","52.91","44.88","48.90","-1.28","-0.90","-0.37","12.33","16.90","24.31","34.46","5.56","7.03","-133.08","51.43","1.05","1.96","-96.58","0.09","0.00","0.00","-4.90","NO PATTERN","2016-09-01"
"JINDALSTEL","84.30","7688728.00","14930790.92","-1.35","-3.05","0.90","34.13","24.34","85.57","85.51","85.53","85.07","84.21","83.95","81.22","81.34","77.33","78.73","71.42","74.84","71.97","73.00","89.35","79.07","84.21","2.36","2.84","-0.48","34.30","27.80","13.69","53.57","31.29","31.63","-91.10","79.36","2.55","3.81","-59.15","0.48","0.00","26.47","0.75","NO PATTERN","2016-09-01"
"JINDALSTEL-1M","84.60","5085000.00","20299860.00","-1.51","-2.59","0.71","33.44","25.33","86.17","85.96","85.86","85.46","84.52","84.31","81.51","81.66","77.62","79.05","71.72","75.14","72.26","73.28","89.75","79.30","84.52","2.42","2.87","-0.45","32.66","26.35","13.84","53.49","33.49","35.22","-109.72","78.97","2.75","3.93","-56.78","0.48","0.00","30.08","0.60","","2016-09-01"
"JINDALSTEL-2M","85.25","99000.00","5650200.00","-1.50","-3.67","-3.62","36.84","19.73","87.01","86.64","86.06","85.98","85.65","84.57","80.99","81.54","76.88","78.75","71.75","74.84","72.46","73.32","90.88","80.42","85.65","2.91","3.42","-0.51","40.61","36.64","14.97","54.13","20.95","26.59","-96.21","84.80","2.00","3.36","-54.74","0.49","0.00","27.41","-3.20","","2016-09-01"
"JINDCOT","20.70","464838.00","527811.34","12.20","5.08","21.05","121.39","218.46","19.22","19.59","20.31","19.76","20.45","19.46","18.95","18.24","15.93","16.86","12.88","14.58","10.81","11.60","23.16","17.74","20.45","0.79","1.27","-0.48","33.99","29.85","18.69","59.02","34.52","24.34","142.53","22.77","3.15","1.64","-58.14","1.55","100.00","42.52","3.60","NO PATTERN","2016-09-01"
"JINDRILL","173.65","9915.00","54112.40","-0.26","-2.06","0.81","3.80","47.04","173.85","174.58","175.96","175.19","173.84","175.43","176.19","175.72","177.25","174.87","175.19","169.61","148.17","155.50","183.73","163.94","173.84","-0.47","-0.47","0.00","15.65","23.63","19.52","46.80","36.87","37.68","-0.44","168.81","4.55","7.86","-71.66","0.07","36.84","36.87","1.40","NO PATTERN","2016-09-01"
"JINDWORLD","161.35","1046.00","804.84","-2.54","3.63","8.03","4.06","30.54","161.38","160.76","154.46","157.14","154.10","155.88","153.81","154.95","154.99","154.35","153.18","152.81","147.26","148.10","164.52","143.67","154.10","2.06","0.57","1.49","30.90","32.32","9.92","57.77","61.12","68.38","74.56","138.70","9.95","10.19","-33.29","0.01","0.92","60.12","12.00","NO PATTERN","2016-09-01"
"JISLDVREQS","52.50","169673.00","100664.24","3.55","0.77","13.39","25.30","25.75","51.87","51.76","51.11","50.84","49.48","50.02","48.01","48.84","47.76","47.85","45.58","46.19","43.18","44.46","54.60","44.37","49.48","1.52","1.37","0.15","40.55","23.22","8.13","65.36","34.96","41.71","38.92","50.15","3.05","2.00","-13.66","0.22","53.93","17.98","6.20","Engulfing Line - Bullish","2016-09-01"
"JISLJALEQS","87.15","7866531.00","6327692.06","3.50","2.05","19.47","33.97","64.59","85.08","85.11","83.23","82.81","80.19","80.97","76.47","78.28","75.32","76.08","71.14","72.50","66.02","68.45","89.47","70.90","80.19","3.41","3.05","0.37","37.75","31.32","10.80","70.75","47.40","46.23","106.11","81.50","4.45","2.86","-8.06","0.32","69.20","27.96","14.20","Engulfing Line - Bullish","2016-09-01"
"JISLJALEQS-1M","87.05","22410000.00","14377360.00","3.20","2.05","18.52","32.80","63.47","85.12","85.14","83.32","82.89","80.32","81.09","76.65","78.45","75.56","76.28","71.40","72.73","66.27","68.68","89.53","71.12","80.32","3.35","3.00","0.35","35.89","30.36","10.70","69.85","47.04","47.07","112.33","80.63","4.35","2.89","-8.39","0.31","72.79","30.60","13.60","","2016-09-01"
"JISLJALEQS-2M","87.20","108000.00","5096880.00","2.71","4.31","24.04","32.93","36.68","85.42","85.35","82.74","82.79","79.90","80.92","76.57","78.30","75.53","76.17","71.39","72.70","66.58","68.77","89.52","70.28","79.90","3.44","2.92","0.52","40.20","38.81","7.11","71.38","51.58","58.32","166.67","82.95","3.80","2.65","-8.62","0.30","100.00","41.69","16.90","","2016-09-01"
"JKCEMENT","790.45","158337.00","37364.62","-0.70","1.33","8.65","36.90","31.82","791.88","791.71","787.90","782.66","774.70","772.23","747.35","751.54","726.61","730.77","670.91","694.04","620.26","654.79","814.50","734.89","774.70","20.90","22.26","-1.36","57.48","25.01","14.17","64.44","75.84","74.12","-47.79","842.05","49.40","24.22","-29.64","0.38","0.00","51.79","62.95","NO PATTERN","2016-09-01"
